Date,Demographic Group,ONS Code,Org Code,Org Name,Opt Out Rate,Opt-Out Count,Population
16/06/2021,All,E38000028,04Y,NHS Cannock Chase CCG,1.903456004,"2,582","135,648"
16/06/2021,All,E38000030,99F,NHS Castle Point and Rochford CCG,3.511370614,"6,519","185,654"
16/06/2021,All,E38000034,00X,NHS Chorley and South Ribble CCG,3.530523652,"6,612","187,281"
16/06/2021,All,E38000044,02X,NHS Doncaster CCG,1.976709960,"6,447","326,148"
16/06/2021,All,E38000045,11J,NHS Dorset CCG,5.313669750,"43,197","812,941"
16/06/2021,All,E38000049,06K,NHS East and North Hertfordshire CCG,5.327417964,"32,686","613,543"
16/06/2021,All,E38000050,01A,NHS East Lancashire CCG,3.217660787,"12,615","392,055"
16/06/2021,All,E38000051,03W,NHS East Leicestershire and Rutland CCG,3.532544153,"12,047","341,029"
16/06/2021,All,E38000052,02Y,NHS East Riding of Yorkshire CCG,3.662262365,"11,256","307,351"
16/06/2021,All,E38000053,05D,NHS East Staffordshire CCG,3.261817191,"4,789","146,820"
16/06/2021,All,E38000062,11M,NHS Gloucestershire CCG,3.765491300,"25,167","668,359"
16/06/2021,All,E38000068,01F,NHS Halton CCG,5.129274085,"6,890","134,327"
16/06/2021,All,E38000079,06N,NHS Herts Valley CCG,5.624866146,"37,295","663,038"
16/06/2021,All,E38000080,01D,"NHS Heywood, Middleton and Rochdale CCG",4.228840191,"10,160","240,255"
16/06/2021,All,E38000085,03F,NHS Hull CCG,3.297394075,"10,019","303,846"
16/06/2021,All,E38000086,06L,NHS Ipswich and East Suffolk CCG,3.151982865,"13,127","416,468"
16/06/2021,All,E38000089,11N,NHS Kernow CCG,4.362266262,"25,888","593,453"
16/06/2021,All,E38000091,01J,NHS Knowsley CCG,4.194016158,"7,086","168,955"
16/06/2021,All,E38000097,04C,NHS Leicester City CCG,2.850524511,"12,035","422,203"
16/06/2021,All,E38000101,99A,NHS Liverpool CCG,4.030872937,"22,436","556,604"
16/06/2021,All,E38000106,06Q,NHS Mid Essex CCG,5.076186373,"20,385","401,581"
16/06/2021,All,E38000117,06T,NHS North East Essex CCG,3.705443103,"13,413","361,981"
16/06/2021,All,E38000119,03H,NHS North East Lincolnshire CCG,2.375458283,"4,056","170,746"
16/06/2021,All,E38000122,03K,NHS North Lincolnshire CCG,3.093900284,"5,655","182,779"
16/06/2021,All,E38000126,05G,NHS North Staffordshire CCG,2.486092355,"5,394","216,967"
16/06/2021,All,E38000127,99C,NHS North Tyneside CCG,3.240187456,"7,239","223,413"
16/06/2021,All,E38000130,00L,NHS Northumberland CCG,4.237605013,"14,053","331,626"
16/06/2021,All,E38000135,00Y,NHS Oldham CCG,10.607059870,"27,663","260,798"
16/06/2021,All,E38000136,10Q,NHS Oxfordshire CCG,3.911771032,"30,555","781,104"
16/06/2021,All,E38000137,10R,NHS Portsmouth CCG,2.806694357,"6,460","230,164"
16/06/2021,All,E38000141,03L,NHS Rotherham CCG,2.581143740,"6,847","265,270"
16/06/2021,All,E38000143,01G,NHS Salford CCG,3.352166632,"9,748","290,797"
16/06/2021,All,E38000146,03N,NHS Sheffield CCG,3.248479593,"19,929","613,487"
16/06/2021,All,E38000150,11X,NHS Somerset CCG,4.696639007,"27,695","589,677"
16/06/2021,All,E38000153,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,3.608354537,"7,814","216,553"
16/06/2021,All,E38000161,01T,NHS South Sefton CCG,3.730848227,"5,849","156,774"
16/06/2021,All,E38000163,00N,NHS South Tyneside CCG,3.079153926,"4,884","158,615"
16/06/2021,All,E38000168,99G,NHS Southend CCG,5.102566800,"9,701","190,120"
16/06/2021,All,E38000170,01V,NHS Southport and Formby CCG,6.260279524,"7,879","125,857"
16/06/2021,All,E38000172,01X,NHS St Helens CCG,4.277557971,"8,541","199,670"
16/06/2021,All,E38000173,05V,NHS Stafford and Surrounds CCG,3.435397574,"5,188","151,016"
16/06/2021,All,E38000174,01W,NHS Stockport CCG,4.376366240,"13,934","318,392"
16/06/2021,All,E38000175,05W,NHS Stoke on Trent CCG,1.866385169,"5,534","296,509"
16/06/2021,All,E38000176,00P,NHS Sunderland CCG,2.185965245,"6,218","284,451"
16/06/2021,All,E38000182,01Y,NHS Tameside and Glossop CCG,9.296990049,"23,422","251,931"
16/06/2021,All,E38000185,07G,NHS Thurrock CCG,6.568873027,"12,037","183,243"
16/06/2021,All,E38000187,02A,NHS Trafford CCG,3.958166123,"9,666","244,204"
16/06/2021,All,E38000188,03Q,NHS Vale of York CCG,3.806502343,"13,942","366,268"
16/06/2021,All,E38000190,03R,NHS Wakefield CCG,3.248745698,"12,536","385,872"
16/06/2021,All,E38000194,02E,NHS Warrington CCG,3.326524789,"7,345","220,801"
16/06/2021,All,E38000197,07H,NHS West Essex CCG,4.592069457,"14,799","322,273"
16/06/2021,All,E38000200,02G,NHS West Lancashire CCG,6.329058366,"7,210","113,919"
16/06/2021,All,E38000201,04V,NHS West Leicestershire CCG,3.352310229,"13,561","404,527"
16/06/2021,All,E38000204,07K,NHS West Suffolk CCG,3.616131378,"9,398","259,891"
16/06/2021,All,E38000205,02H,NHS Wigan Borough CCG,3.720391081,"12,485","335,583"
16/06/2021,All,E38000208,12F,NHS Wirral CCG,7.662040730,"25,938","338,526"
16/06/2021,All,E38000212,13T,NHS Newcastle Gateshead CCG,2.823221130,"15,019","531,981"
16/06/2021,All,E38000215,01H,NHS North Cumbria CCG,2.764461977,"9,054","327,514"
16/06/2021,All,E38000217,14L,NHS Manchester CCG,5.185761485,"35,127","677,374"
16/06/2021,All,E38000220,15E,NHS Birmingham and Solihull CCG,4.500536969,"60,304","1,339,929"
16/06/2021,All,E38000221,15A,NHS Berkshire West CCG,3.785844902,"21,138","558,343"
16/06/2021,All,E38000222,15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",3.476247208,"36,298","1,044,172"
16/06/2021,All,E38000223,14Y,NHS Buckinghamshire CCG,4.462811932,"25,631","574,324"
16/06/2021,All,E38000225,15F,NHS Leeds CCG,2.743725240,"24,642","898,122"
16/06/2021,All,E38000226,02M,NHS Fylde and Wyre CCG,4.178145087,"7,553","180,774"
16/06/2021,All,E38000227,01E,NHS Greater Preston CCG,4.162377766,"9,058","217,616"
16/06/2021,All,E38000228,01K,NHS Morecambe Bay CCG,4.611552367,"16,199","351,270"
16/06/2021,All,E38000229,15M,NHS Derby and Derbyshire CCG,3.339482049,"35,701","1,069,058"
16/06/2021,All,E38000230,15N,NHS Devon CCG,5.085047432,"63,997","1,258,533"
16/06/2021,All,E38000231,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",4.083891808,"39,622","970,202"
16/06/2021,All,E38000232,36J,NHS Bradford District and Craven CCG,3.482319875,"22,500","646,121"
16/06/2021,All,E38000233,27D,NHS Cheshire CCG,3.963266482,"31,237","788,163"
16/06/2021,All,E38000234,84H,NHS County Durham CCG,2.630173708,"14,678","558,062"
16/06/2021,All,E38000235,97R,NHS East Sussex CCG,4.222027119,"23,804","563,805"
16/06/2021,All,E38000236,18C,NHS Herefordshire CCG,3.674373505,"29,709","808,546"
16/06/2021,All,E38000237,91Q,NHS Kent and Medway CCG,3.753913008,"72,910","1,942,240"
16/06/2021,All,E38000238,71E,NHS Lincolnshire CCG,4.029494611,"32,373","803,401"
16/06/2021,All,E38000239,26A,NHS Norfolk and Waveney CCG,4.442758129,"47,774","1,075,323"
16/06/2021,All,E38000240,93C,NHS North Central London CCG,6.458936971,"110,121","1,704,940"
16/06/2021,All,E38000241,42D,NHS North Yorkshire CCG,3.527420244,"15,295","433,603"
16/06/2021,All,E38000242,78H,NHS Northamptonshire CCG,3.308219066,"26,218","792,511"
16/06/2021,All,E38000243,52R,NHS Nottingham and Nottinghamshire CCG,4.042169395,"44,638","1,104,308"
16/06/2021,All,E38000244,72Q,NHS South East London CCG,6.023290531,"121,932","2,024,342"
16/06/2021,All,E38000245,36L,NHS South West London CCG,5.271407865,"90,228","1,711,649"
16/06/2021,All,E38000246,92A,NHS Surrey Heartlands CCG,4.894419922,"54,565","1,114,841"
16/06/2021,All,E38000247,16C,NHS Tees Valley CCG,2.565622318,"18,267","711,991"
16/06/2021,All,E38000248,70F,NHS West Sussex CCG,4.277722503,"39,082","913,617"
16/06/2021,All,E38000249,M1J4Y,"NHS Bedfordshire, Luton and Milton Keynes CCG",4.900550436,"51,780","1,056,616"
16/06/2021,All,E38000250,D2P2L,NHS Black Country and West Birmingham CCG,3.024397039,"45,157","1,493,091"
16/06/2021,All,E38000251,B2M3M,NHS Coventry and Warwickshire CCG,4.856829337,"50,059","1,030,693"
16/06/2021,All,E38000252,D4U1Y,NHS Frimley CCG,4.059421691,"32,663","804,622"
16/06/2021,All,E38000253,D9Y0V,"NHS Hampshire, Southampton and Isle of Wight CCG",3.525455587,"59,045","1,674,819"
16/06/2021,All,E38000254,X2C4Y,NHS Kirklees CCG,3.641328983,"16,307","447,831"
16/06/2021,All,E38000255,A3A8R,NHS North East London CCG,5.190131392,"119,210","2,296,859"
16/06/2021,All,E38000256,W2U3Z,NHS North West London CCG,4.566456166,"122,336","2,679,014"
16/06/2021,All,E38000257,M2L0M,NHS Shropshire and Telford and Wrekin CCG,3.096077653,"15,910","513,876"
16/06/2021,All,E40000003,Y56,London,5.412667839,"563,827","10,416,804"
16/06/2021,All,E40000005,Y59,South East,4.021957218,"381,387","9,482,622"
16/06/2021,All,E40000006,Y58,South West,4.410462131,"261,864","5,937,337"
16/06/2021,All,E40000007,Y61,East of England,4.534185576,"318,395","7,022,099"
16/06/2021,All,E40000008,Y60,Midlands,3.623854125,"409,013","11,286,685"
16/06/2021,All,E40000009,Y63,North East and Yorkshire,3.070306883,"278,864","9,082,610"
16/06/2021,All,E40000010,Y62,North West,4.894163222,"373,552","7,632,602"
16/06/2021,All,Unallocated,Unallocated,Unallocated,0,"17,406",
16/06/2021,Female,,,England,4.713731313,"1,432,493","30,389,789"
16/06/2021,Male,,,England,3.844987541,"1,171,605","30,470,970"
16/06/2021,Unknown,,,England,0,42,0
23/06/2021,0-9,,,England,1.312901433,"86,984","6,625,326"
23/06/2021,10-19,,,England,2.654194991,"184,025","6,933,364"
23/06/2021,20-29,,,England,5.235892086,"417,163","7,967,372"
23/06/2021,30-39,,,England,5.907674225,"531,779","9,001,495"
23/06/2021,40-49,,,England,5.642198902,"450,072","7,976,890"
23/06/2021,50-59,,,England,5.477914102,"450,107","8,216,759"
23/06/2021,60-69,,,England,5.499309834,"347,170","6,312,974"
23/06/2021,70-79,,,England,5.332801411,"265,075","4,970,652"
23/06/2021,80-89,,,England,4.111274540,"96,265","2,341,488"
23/06/2021,90+,,,England,2.728603391,"14,037","514,439"
23/06/2021,All,,,England,4.670879967,"2,842,733","60,860,759"
23/06/2021,All,E38000006,02P,NHS Barnsley CCG,3.231733597,"8,548","264,502"
23/06/2021,All,E38000007,99E,NHS Basildon and Brentwood CCG,5.829493978,"16,588","284,553"
23/06/2021,All,E38000008,02Q,NHS Bassetlaw CCG,4.010176683,"4,839","120,668"
23/06/2021,All,E38000014,00Q,NHS Blackburn with Darwen CCG,5.328818987,"9,585","179,871"
23/06/2021,All,E38000015,00R,NHS Blackpool CCG,9.949161536,"17,437","175,261"
23/06/2021,All,E38000016,00T,NHS Bolton CCG,5.453589553,"17,323","317,644"
23/06/2021,All,E38000021,09D,NHS Brighton and Hove CCG,5.214585072,"16,934","324,743"
23/06/2021,All,E38000024,00V,NHS Bury CCG,3.641654642,"7,571","207,900"
23/06/2021,All,E38000025,02T,NHS Calderdale CCG,3.584551796,"7,970","222,343"
23/06/2021,All,E38000026,06H,NHS Cambridgeshire and Peterborough CCG,3.643625070,"36,721","1,007,815"
23/06/2021,All,E38000028,04Y,NHS Cannock Chase CCG,2.222664544,"3,015","135,648"
23/06/2021,All,E38000030,99F,NHS Castle Point and Rochford CCG,3.852327448,"7,152","185,654"
23/06/2021,All,E38000034,00X,NHS Chorley and South Ribble CCG,3.782017396,"7,083","187,281"
23/06/2021,All,E38000044,02X,NHS Doncaster CCG,2.180605124,"7,112","326,148"
23/06/2021,All,E38000045,11J,NHS Dorset CCG,5.594255918,"45,478","812,941"
23/06/2021,All,E38000049,06K,NHS East and North Hertfordshire CCG,5.773352479,"35,422","613,543"
23/06/2021,All,E38000050,01A,NHS East Lancashire CCG,3.480123962,"13,644","392,055"
23/06/2021,All,E38000051,03W,NHS East Leicestershire and Rutland CCG,3.856270288,"13,151","341,029"
23/06/2021,All,E38000052,02Y,NHS East Riding of Yorkshire CCG,3.849019525,"11,830","307,351"
23/06/2021,All,E38000053,05D,NHS East Staffordshire CCG,3.524724152,"5,175","146,820"
23/06/2021,All,E38000062,11M,NHS Gloucestershire CCG,4.009821069,"26,800","668,359"
23/06/2021,All,E38000068,01F,NHS Halton CCG,5.866281537,"7,880","134,327"
23/06/2021,All,E38000079,06N,NHS Herts Valley CCG,6.110811145,"40,517","663,038"
23/06/2021,All,E38000080,01D,"NHS Heywood, Middleton and Rochdale CCG",4.578468710,"11,000","240,255"
23/06/2021,All,E38000085,03F,NHS Hull CCG,3.481697965,"10,579","303,846"
23/06/2021,All,E38000086,06L,NHS Ipswich and East Suffolk CCG,3.403622847,"14,175","416,468"
23/06/2021,All,E38000089,11N,NHS Kernow CCG,4.575762529,"27,155","593,453"
23/06/2021,All,E38000091,01J,NHS Knowsley CCG,4.769909147,"8,059","168,955"
23/06/2021,All,E38000097,04C,NHS Leicester City CCG,3.372785129,"14,240","422,203"
23/06/2021,All,E38000101,99A,NHS Liverpool CCG,4.667232000,"25,978","556,604"
23/06/2021,All,E38000106,06Q,NHS Mid Essex CCG,5.406630294,"21,712","401,581"
23/06/2021,All,E38000117,06T,NHS North East Essex CCG,3.988607137,"14,438","361,981"
23/06/2021,All,E38000119,03H,NHS North East Lincolnshire CCG,2.579269793,"4,404","170,746"
23/06/2021,All,E38000122,03K,NHS North Lincolnshire CCG,3.276087516,"5,988","182,779"
23/06/2021,All,E38000126,05G,NHS North Staffordshire CCG,2.712394051,"5,885","216,967"
23/06/2021,All,E38000127,99C,NHS North Tyneside CCG,3.641686025,"8,136","223,413"
23/06/2021,All,E38000130,00L,NHS Northumberland CCG,4.469191197,"14,821","331,626"
23/06/2021,All,E38000135,00Y,NHS Oldham CCG,11.062201397,"28,850","260,798"
23/06/2021,All,E38000136,10Q,NHS Oxfordshire CCG,4.225557672,"33,006","781,104"
23/06/2021,All,E38000137,10R,NHS Portsmouth CCG,3.009593160,"6,927","230,164"
23/06/2021,All,E38000141,03L,NHS Rotherham CCG,2.758321710,"7,317","265,270"
23/06/2021,All,E38000143,01G,NHS Salford CCG,3.651000526,"10,617","290,797"
23/06/2021,All,E38000146,03N,NHS Sheffield CCG,3.605455372,"22,119","613,487"
23/06/2021,All,E38000150,11X,NHS Somerset CCG,4.910484893,"28,956","589,677"
23/06/2021,All,E38000153,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,3.940836654,"8,534","216,553"
23/06/2021,All,E38000161,01T,NHS South Sefton CCG,4.309388036,"6,756","156,774"
23/06/2021,All,E38000163,00N,NHS South Tyneside CCG,3.316205907,"5,260","158,615"
23/06/2021,All,E38000168,99G,NHS Southend CCG,5.460235641,"10,381","190,120"
23/06/2021,All,E38000170,01V,NHS Southport and Formby CCG,6.600348014,"8,307","125,857"
23/06/2021,All,E38000172,01X,NHS St Helens CCG,4.564030651,"9,113","199,670"
23/06/2021,All,E38000173,05V,NHS Stafford and Surrounds CCG,3.722122159,"5,621","151,016"
23/06/2021,All,E38000174,01W,NHS Stockport CCG,4.720910073,"15,031","318,392"
23/06/2021,All,E38000175,05W,NHS Stoke on Trent CCG,2.060645714,"6,110","296,509"
23/06/2021,All,E38000176,00P,NHS Sunderland CCG,2.395843221,"6,815","284,451"
23/06/2021,All,E38000182,01Y,NHS Tameside and Glossop CCG,9.725678857,"24,502","251,931"
23/06/2021,All,E38000185,07G,NHS Thurrock CCG,6.999448819,"12,826","183,243"
23/06/2021,All,E38000187,02A,NHS Trafford CCG,4.359879445,"10,647","244,204"
23/06/2021,All,E38000188,03Q,NHS Vale of York CCG,4.047036596,"14,823","366,268"
23/06/2021,All,E38000190,03R,NHS Wakefield CCG,3.478873823,"13,424","385,872"
23/06/2021,All,E38000194,02E,NHS Warrington CCG,3.666650060,"8,096","220,801"
23/06/2021,All,E38000197,07H,NHS West Essex CCG,5.074579627,"16,354","322,273"
23/06/2021,All,E38000200,02G,NHS West Lancashire CCG,6.621371325,"7,543","113,919"
23/06/2021,All,E38000201,04V,NHS West Leicestershire CCG,3.638570479,"14,719","404,527"
23/06/2021,All,E38000204,07K,NHS West Suffolk CCG,3.842380075,"9,986","259,891"
23/06/2021,All,E38000205,02H,NHS Wigan Borough CCG,3.947756591,"13,248","335,583"
23/06/2021,All,E38000208,12F,NHS Wirral CCG,8.029516197,"27,182","338,526"
23/06/2021,All,E38000212,13T,NHS Newcastle Gateshead CCG,3.126239471,"16,631","531,981"
23/06/2021,All,E38000215,01H,NHS North Cumbria CCG,2.937889678,"9,622","327,514"
23/06/2021,All,E38000217,14L,NHS Manchester CCG,5.589231355,"37,860","677,374"
23/06/2021,All,E38000220,15E,NHS Birmingham and Solihull CCG,5.056984363,"67,760","1,339,929"
23/06/2021,All,E38000221,15A,NHS Berkshire West CCG,4.114316827,"22,972","558,343"
23/06/2021,All,E38000222,15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",3.797267117,"39,650","1,044,172"
23/06/2021,All,E38000223,14Y,NHS Buckinghamshire CCG,4.897932178,"28,130","574,324"
23/06/2021,All,E38000225,15F,NHS Leeds CCG,3.054150772,"27,430","898,122"
23/06/2021,All,E38000226,02M,NHS Fylde and Wyre CCG,4.401075376,"7,956","180,774"
23/06/2021,All,E38000227,01E,NHS Greater Preston CCG,4.449121388,"9,682","217,616"
23/06/2021,All,E38000228,01K,NHS Morecambe Bay CCG,4.825632704,"16,951","351,270"
23/06/2021,All,E38000229,15M,NHS Derby and Derbyshire CCG,3.650690608,"39,028","1,069,058"
23/06/2021,All,E38000230,15N,NHS Devon CCG,5.327234169,"67,045","1,258,533"
23/06/2021,All,E38000231,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",4.338065681,"42,088","970,202"
23/06/2021,All,E38000232,36J,NHS Bradford District and Craven CCG,3.964582485,"25,616","646,121"
23/06/2021,All,E38000233,27D,NHS Cheshire CCG,4.271578341,"33,667","788,163"
23/06/2021,All,E38000234,84H,NHS County Durham CCG,2.842874089,"15,865","558,062"
23/06/2021,All,E38000235,97R,NHS East Sussex CCG,4.540754339,"25,601","563,805"
23/06/2021,All,E38000236,18C,NHS Herefordshire CCG,3.932491163,"31,796","808,546"
23/06/2021,All,E38000237,91Q,NHS Kent and Medway CCG,4.071432985,"79,077","1,942,240"
23/06/2021,All,E38000238,71E,NHS Lincolnshire CCG,4.242962107,"34,088","803,401"
23/06/2021,All,E38000239,26A,NHS Norfolk and Waveney CCG,4.655066431,"50,057","1,075,323"
23/06/2021,All,E38000240,93C,NHS North Central London CCG,7.109751663,"121,217","1,704,940"
23/06/2021,All,E38000241,42D,NHS North Yorkshire CCG,3.720453964,"16,132","433,603"
23/06/2021,All,E38000242,78H,NHS Northamptonshire CCG,3.663293002,"29,032","792,511"
23/06/2021,All,E38000243,52R,NHS Nottingham and Nottinghamshire CCG,4.385642411,"48,431","1,104,308"
23/06/2021,All,E38000244,72Q,NHS South East London CCG,6.768619136,"137,020","2,024,342"
23/06/2021,All,E38000245,36L,NHS South West London CCG,5.892913792,"100,866","1,711,649"
23/06/2021,All,E38000246,92A,NHS Surrey Heartlands CCG,5.279766352,"58,861","1,114,841"
23/06/2021,All,E38000247,16C,NHS Tees Valley CCG,2.755793261,"19,621","711,991"
23/06/2021,All,E38000248,70F,NHS West Sussex CCG,4.572813334,"41,778","913,617"
23/06/2021,All,E38000249,M1J4Y,"NHS Bedfordshire, Luton and Milton Keynes CCG",5.426853275,"57,341","1,056,616"
23/06/2021,All,E38000250,D2P2L,NHS Black Country and West Birmingham CCG,3.490678063,"52,119","1,493,091"
23/06/2021,All,E38000251,B2M3M,NHS Coventry and Warwickshire CCG,5.168076236,"53,267","1,030,693"
23/06/2021,All,E38000252,D4U1Y,NHS Frimley CCG,4.443204387,"35,751","804,622"
23/06/2021,All,E38000253,D9Y0V,"NHS Hampshire, Southampton and Isle of Wight CCG",3.799455344,"63,634","1,674,819"
23/06/2021,All,E38000254,X2C4Y,NHS Kirklees CCG,4.043936217,"18,110","447,831"
23/06/2021,All,E38000255,A3A8R,NHS North East London CCG,5.948819671,"136,636","2,296,859"
23/06/2021,All,E38000256,W2U3Z,NHS North West London CCG,5.288848808,"141,689","2,679,014"
23/06/2021,All,E38000257,M2L0M,NHS Shropshire and Telford and Wrekin CCG,3.296709712,"16,941","513,876"
23/06/2021,All,E40000003,Y56,London,6.119228124,"637,428","10,416,804"
23/06/2021,All,E40000005,Y59,South East,4.351865971,"412,671","9,482,622"
23/06/2021,All,E40000006,Y58,South West,4.668288157,"277,172","5,937,337"
23/06/2021,All,E40000007,Y61,East of England,4.894120690,"343,670","7,022,099"
23/06/2021,All,E40000008,Y60,Midlands,3.977359163,"448,912","11,286,685"
23/06/2021,All,E40000009,Y63,North East and Yorkshire,3.336177597,"303,012","9,082,610"
23/06/2021,All,E40000010,Y62,North West,5.261220223,"401,568","7,632,602"
23/06/2021,All,Unallocated,Unallocated,Unallocated,0,"18,300",
23/06/2021,Female,,,England,5.171868748,"1,571,720","30,389,789"
23/06/2021,Male,,,England,4.170457980,"1,270,779","30,470,970"
23/06/2021,Unknown,,,England,0,56,0
30/06/2021,0-9,,,England,1.375147427,"91,108","6,625,326"
30/06/2021,10-19,,,England,2.827876915,"196,067","6,933,364"
30/06/2021,20-29,,,England,5.698629360,"454,031","7,967,372"
30/06/2021,30-39,,,England,6.373063586,"573,671","9,001,495"
30/06/2021,40-49,,,England,6.041389564,"481,915","7,976,890"
30/06/2021,50-59,,,England,5.815626332,"477,856","8,216,759"
30/06/2021,60-69,,,England,5.769673691,"364,238","6,312,974"
30/06/2021,70-79,,,England,5.477772332,"272,281","4,970,652"
30/06/2021,80-89,,,England,4.177685301,"97,820","2,341,488"
30/06/2021,90+,,,England,2.765342441,"14,226","514,439"
30/06/2021,All,,,England,4.967539100,"3,023,282","60,860,759"
30/06/2021,All,E38000006,02P,NHS Barnsley CCG,3.370862980,"8,916","264,502"
30/06/2021,All,E38000007,99E,NHS Basildon and Brentwood CCG,6.282485161,"17,877","284,553"
30/06/2021,All,E38000008,02Q,NHS Bassetlaw CCG,4.138628302,"4,994","120,668"
30/06/2021,All,E38000014,00Q,NHS Blackburn with Darwen CCG,5.670730690,"10,200","179,871"
30/06/2021,All,E38000015,00R,NHS Blackpool CCG,10.087241314,"17,679","175,261"
30/06/2021,All,E38000016,00T,NHS Bolton CCG,5.838296961,"18,545","317,644"
30/06/2021,All,E38000021,09D,NHS Brighton and Hove CCG,5.554854146,"18,039","324,743"
30/06/2021,All,E38000024,00V,NHS Bury CCG,3.895141895,"8,098","207,900"
30/06/2021,All,E38000025,02T,NHS Calderdale CCG,3.822922242,"8,500","222,343"
30/06/2021,All,E38000026,06H,NHS Cambridgeshire and Peterborough CCG,3.822328503,"38,522","1,007,815"
30/06/2021,All,E38000028,04Y,NHS Cannock Chase CCG,2.400330267,"3,256","135,648"
30/06/2021,All,E38000030,99F,NHS Castle Point and Rochford CCG,4.135650188,"7,678","185,654"
30/06/2021,All,E38000034,00X,NHS Chorley and South Ribble CCG,4.105595335,"7,689","187,281"
30/06/2021,All,E38000044,02X,NHS Doncaster CCG,2.309994236,"7,534","326,148"
30/06/2021,All,E38000045,11J,NHS Dorset CCG,5.768807330,"46,897","812,941"
30/06/2021,All,E38000049,06K,NHS East and North Hertfordshire CCG,6.091504589,"37,374","613,543"
30/06/2021,All,E38000050,01A,NHS East Lancashire CCG,3.691318820,"14,472","392,055"
30/06/2021,All,E38000051,03W,NHS East Leicestershire and Rutland CCG,4.087922142,"13,941","341,029"
30/06/2021,All,E38000052,02Y,NHS East Riding of Yorkshire CCG,3.968426978,"12,197","307,351"
30/06/2021,All,E38000053,05D,NHS East Staffordshire CCG,3.671843073,"5,391","146,820"
30/06/2021,All,E38000062,11M,NHS Gloucestershire CCG,4.182033907,"27,951","668,359"
30/06/2021,All,E38000068,01F,NHS Halton CCG,6.463332018,"8,682","134,327"
30/06/2021,All,E38000079,06N,NHS Herts Valley CCG,6.445784405,"42,738","663,038"
30/06/2021,All,E38000080,01D,"NHS Heywood, Middleton and Rochdale CCG",4.862333770,"11,682","240,255"
30/06/2021,All,E38000085,03F,NHS Hull CCG,3.612356259,"10,976","303,846"
30/06/2021,All,E38000086,06L,NHS Ipswich and East Suffolk CCG,3.588991231,"14,947","416,468"
30/06/2021,All,E38000089,11N,NHS Kernow CCG,4.737022140,"28,112","593,453"
30/06/2021,All,E38000091,01J,NHS Knowsley CCG,6.275043651,"10,602","168,955"
30/06/2021,All,E38000097,04C,NHS Leicester City CCG,3.752697162,"15,844","422,203"
30/06/2021,All,E38000101,99A,NHS Liverpool CCG,5.740885800,"31,954","556,604"
30/06/2021,All,E38000106,06Q,NHS Mid Essex CCG,5.639709050,"22,648","401,581"
30/06/2021,All,E38000117,06T,NHS North East Essex CCG,4.165135739,"15,077","361,981"
30/06/2021,All,E38000119,03H,NHS North East Lincolnshire CCG,2.707530484,"4,623","170,746"
30/06/2021,All,E38000122,03K,NHS North Lincolnshire CCG,3.391527473,"6,199","182,779"
30/06/2021,All,E38000126,05G,NHS North Staffordshire CCG,2.854351123,"6,193","216,967"
30/06/2021,All,E38000127,99C,NHS North Tyneside CCG,3.927255800,"8,774","223,413"
30/06/2021,All,E38000130,00L,NHS Northumberland CCG,4.672130653,"15,494","331,626"
30/06/2021,All,E38000135,00Y,NHS Oldham CCG,11.350163728,"29,601","260,798"
30/06/2021,All,E38000136,10Q,NHS Oxfordshire CCG,4.439997747,"34,681","781,104"
30/06/2021,All,E38000137,10R,NHS Portsmouth CCG,3.147755513,"7,245","230,164"
30/06/2021,All,E38000141,03L,NHS Rotherham CCG,2.996946507,"7,950","265,270"
30/06/2021,All,E38000143,01G,NHS Salford CCG,3.920948290,"11,402","290,797"
30/06/2021,All,E38000146,03N,NHS Sheffield CCG,3.878321790,"23,793","613,487"
30/06/2021,All,E38000150,11X,NHS Somerset CCG,5.082782608,"29,972","589,677"
30/06/2021,All,E38000153,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,4.173112356,"9,037","216,553"
30/06/2021,All,E38000161,01T,NHS South Sefton CCG,5.388010767,"8,447","156,774"
30/06/2021,All,E38000163,00N,NHS South Tyneside CCG,3.633956435,"5,764","158,615"
30/06/2021,All,E38000168,99G,NHS Southend CCG,5.691668420,"10,821","190,120"
30/06/2021,All,E38000170,01V,NHS Southport and Formby CCG,7.030995495,"8,849","125,857"
30/06/2021,All,E38000172,01X,NHS St Helens CCG,5.081384284,"10,146","199,670"
30/06/2021,All,E38000173,05V,NHS Stafford and Surrounds CCG,3.898924617,"5,888","151,016"
30/06/2021,All,E38000174,01W,NHS Stockport CCG,4.991959597,"15,894","318,392"
30/06/2021,All,E38000175,05W,NHS Stoke on Trent CCG,2.196223386,"6,512","296,509"
30/06/2021,All,E38000176,00P,NHS Sunderland CCG,2.573026637,"7,319","284,451"
30/06/2021,All,E38000182,01Y,NHS Tameside and Glossop CCG,10.015440736,"25,232","251,931"
30/06/2021,All,E38000185,07G,NHS Thurrock CCG,7.393461142,"13,548","183,243"
30/06/2021,All,E38000187,02A,NHS Trafford CCG,4.732109220,"11,556","244,204"
